INFO: Reading-in JSON samples table ...
INFO: Reading-in attractor table ...
INFO: Looking-up the term 'mine'
INFO: Looking-up the term 'mint'
INFO: Looking-up the term 'mold'
INFO: Looking-up the term 'mole'
INFO: Looking-up the term 'mortar'
INFO: Looking-up the term 'move'
INFO: Looking-up the term 'nail'
INFO: Looking-up the term 'note'
INFO: Looking-up the term 'offense'
INFO: Looking-up the term 'organ'
INFO: Looking-up the term 'pack'
INFO: Looking-up the term 'palm'
INFO: Looking-up the term 'pick'
INFO: Looking-up the term 'pitch'
INFO: Looking-up the term 'pitcher'
INFO: Looking-up the term 'plaster'
INFO: Looking-up the term 'plate'
INFO: Looking-up the term 'plot'
INFO: Looking-up the term 'pot'
INFO: Looking-up the term 'present'
INFO: Looking-up the term 'punch'
INFO: Looking-up the term 'quarter'
INFO: Looking-up the term 'race'
INFO: Looking-up the term 'racket'
INFO: Looking-up the term 'record'
INFO: Looking-up the term 'ruler'
INFO: Looking-up the term 'scale'
INFO: Looking-up the term 'seal'
INFO: Looking-up the term 'sewer'
INFO: Looking-up the term 'snare'
INFO: Looking-up the term 'spirit'
INFO: Looking-up the term 'spot'
INFO: Looking-up the term 'spring'
INFO: Looking-up the term 'staff'
INFO: Looking-up the term 'stock'
INFO: Looking-up the term 'subject'
INFO: Looking-up the term 'tank'
INFO: Looking-up the term 'tear'
INFO: Looking-up the term 'term'
INFO: Looking-up the term 'tie'
INFO: Looking-up the term 'toast'
INFO: Looking-up the term 'trunk'
INFO: Looking-up the term 'tube'
INFO: Looking-up the term 'vacuum'
INFO: Looking-up the term 'watch'
INFO: ----------
INFO: Hashing true translations ...
INFO: Looking-up the term 'arm'
INFO: Looking-up the term 'balance'
INFO: Looking-up the term 'band'
INFO: Looking-up the term 'bank'
INFO: Looking-up the term 'bar'
INFO: Looking-up the term 'barrel'
INFO: Looking-up the term 'beam'
INFO: Looking-up the term 'board'
INFO: Looking-up the term 'boot'
INFO: Looking-up the term 'break'
INFO: Looking-up the term 'bug'
INFO: Looked up 10 terms; reporting intermediate statistics:
INFO: --------------------
INFO: Evaluated 179 seed samples
INFO: 106 (59.2179%) seed sentences have been translated CORRECTLY
INFO: 25 (13.9665%) seed sentences have been translated INCORRECTLY with the homograph flipped to the most likely incorrect sense cluster 
INFO: 73 (40.7821%) seed sentences have been translated INCORRECTLY in total
INFO: Looking-up the term 'cabinet'
INFO: Looking-up the term 'capital'
INFO: Looking-up the term 'case'
INFO: Looking-up the term 'cast'
INFO: Looking-up the term 'chair'
INFO: Looking-up the term 'change'
INFO: Looking-up the term 'charge'
INFO: Looking-up the term 'chest'
INFO: Looking-up the term 'chip'
INFO: Looking-up the term 'club'
INFO: Looked up 20 terms; reporting intermediate statistics:
INFO: --------------------
INFO: Evaluated 942 seed samples
INFO: 715 (75.9023%) seed sentences have been translated CORRECTLY
INFO: 65 (6.9002%) seed sentences have been translated INCORRECTLY with the homograph flipped to the most likely incorrect sense cluster 
INFO: 227 (24.0977%) seed sentences have been translated INCORRECTLY in total
INFO: Looking-up the term 'cock'
INFO: Looking-up the term 'counter'
INFO: Looking-up the term 'crane'
INFO: Looking-up the term 'cycle'
INFO: Looking-up the term 'date'
INFO: Looking-up the term 'deck'
INFO: Looking-up the term 'drill'
INFO: Looking-up the term 'drop'
INFO: Looking-up the term 'fall'
INFO: Looking-up the term 'fan'
INFO: Looked up 30 terms; reporting intermediate statistics:
INFO: --------------------
INFO: Evaluated 1299 seed samples
INFO: 927 (71.3626%) seed sentences have been translated CORRECTLY
INFO: 182 (14.0108%) seed sentences have been translated INCORRECTLY with the homograph flipped to the most likely incorrect sense cluster 
INFO: 372 (28.6374%) seed sentences have been translated INCORRECTLY in total
INFO: Looking-up the term 'file'
INFO: Looking-up the term 'film'
INFO: Looking-up the term 'jam'
INFO: Looking-up the term 'lap'
INFO: Looking-up the term 'lead'
INFO: Looking-up the term 'letter'
INFO: Looking-up the term 'lock'
INFO: Looking-up the term 'match'
INFO: Looking-up the term 'mine'
INFO: Looking-up the term 'mold'
INFO: Looked up 40 terms; reporting intermediate statistics:
INFO: --------------------
INFO: Evaluated 1556 seed samples
INFO: 1113 (71.5296%) seed sentences have been translated CORRECTLY
INFO: 206 (13.2391%) seed sentences have been translated INCORRECTLY with the homograph flipped to the most likely incorrect sense cluster 
INFO: 443 (28.4704%) seed sentences have been translated INCORRECTLY in total
INFO: Looking-up the term 'move'
INFO: Looking-up the term 'note'
INFO: Looking-up the term 'offense'
INFO: Looking-up the term 'organ'
INFO: Looking-up the term 'pack'
INFO: Looking-up the term 'palm'
INFO: Looking-up the term 'pitch'
INFO: Looking-up the term 'plaster'
INFO: Looking-up the term 'plate'
INFO: Looking-up the term 'plot'
INFO: Looked up 50 terms; reporting intermediate statistics:
INFO: --------------------
INFO: Evaluated 1723 seed samples
INFO: 1219 (70.7487%) seed sentences have been translated CORRECTLY
INFO: 228 (13.2327%) seed sentences have been translated INCORRECTLY with the homograph flipped to the most likely incorrect sense cluster 
INFO: 504 (29.2513%) seed sentences have been translated INCORRECTLY in total
INFO: Looking-up the term 'pot'
INFO: Looking-up the term 'present'
INFO: Looking-up the term 'race'
INFO: Looking-up the term 'record'
INFO: Looking-up the term 'ruler'
INFO: Looking-up the term 'scale'
INFO: Looking-up the term 'seal'
INFO: Looking-up the term 'spirit'
INFO: Looking-up the term 'spot'
INFO: Looking-up the term 'spring'
INFO: Looked up 60 terms; reporting intermediate statistics:
INFO: --------------------
INFO: Evaluated 2084 seed samples
INFO: 1480 (71.0173%) seed sentences have been translated CORRECTLY
INFO: 272 (13.0518%) seed sentences have been translated INCORRECTLY with the homograph flipped to the most likely incorrect sense cluster 
INFO: 604 (28.9827%) seed sentences have been translated INCORRECTLY in total
INFO: Looking-up the term 'staff'
INFO: Looking-up the term 'stock'
INFO: Looking-up the term 'subject'
INFO: Looking-up the term 'tank'
INFO: Looking-up the term 'term'
INFO: Looking-up the term 'tie'
INFO: Looking-up the term 'trunk'
INFO: Looking-up the term 'tube'
INFO: Looking-up the term 'vacuum'
INFO: Looking-up the term 'watch'
INFO: Looked up 70 terms; reporting intermediate statistics:
INFO: --------------------
INFO: Evaluated 3000 seed samples
INFO: 2116 (70.5333%) seed sentences have been translated CORRECTLY
INFO: 376 (12.5333%) seed sentences have been translated INCORRECTLY with the homograph flipped to the most likely incorrect sense cluster 
INFO: 884 (29.4667%) seed sentences have been translated INCORRECTLY in total
INFO: 


INFO: Looked up 71 terms; reporting FINAL statistics:
INFO: --------------------
INFO: Evaluated 3000 seed samples
INFO: 2116 (70.5333%) seed sentences have been translated CORRECTLY
INFO: 376 (12.5333%) seed sentences have been translated INCORRECTLY with the homograph flipped to the most likely incorrect sense cluster 
INFO: 884 (29.4667%) seed sentences have been translated INCORRECTLY in total
